source,target,relationship
fiskerlargegrille,fiskerlargegrille415,has_description
fiskerlargehood,fiskerlargehood128,has_description
fiskerlargehood,fiskerlargehood129,has_description
fiskerlargeheadlights,fiskerlargeheadlights335,has_description
fiskerlargeheadlights,fiskerlargeheadlights336,has_description
fiskerlargebumper,fiskerlargebumper268,has_description
fiskerlargewheel,fiskerlargewheel154,has_description
fiskerlargewheel,fiskerlargewheel155,has_description
fiskerlargedoors,fiskerlargedoors142,has_description
fiskerlargedoors,fiskerlargedoors143,has_description
fiskerlargeroof,fiskerlargeroof171,has_description
fordmediumwindshield,fordmediumwindshield120,has_description
fordmediumgrille,fordmediumgrille416,has_description
fordmediumhood,fordmediumhood130,has_description
fordmediumheadlights,fordmediumheadlights337,has_description
fordmediumbumper,fordmediumbumper269,has_description
fordmediumwheel,fordmediumwheel156,has_description
fordmediumroof,fordmediumroof172,has_description
fordmediumroof,fordmediumroof173,has_description
fordmediumexhaust,fordmediumexhaust129,has_description
fordlargegrille,fordlargegrille417,has_description
fordlargegrille,fordlargegrille418,has_description
fordlargeheadlights,fordlargeheadlights338,has_description
fordlargeheadlights,fordlargeheadlights339,has_description
fordlargebumper,fordlargebumper270,has_description
fordlargebumper,fordlargebumper271,has_description
fordlargedoors,fordlargedoors144,has_description
fordlargeroof,fordlargeroof174,has_description
fordlargeroof,fordlargeroof175,has_description
fordlargeroof,fordlargeroof176,has_description
fordmediumwindshield,fordmediumwindshield121,has_description
fordmediumgrille,fordmediumgrille419,has_description
fordmediumgrille,fordmediumgrille420,has_description
fordmediumheadlights,fordmediumheadlights340,has_description
fordmediumheadlights,fordmediumheadlights341,has_description
fordmediumbumper,fordmediumbumper272,has_description
fordmediumbumper,fordmediumbumper273,has_description
fordmediumwheel,fordmediumwheel157,has_description
fordmediumroof,fordmediumroof177,has_description
fordlargegrille,fordlargegrille421,has_description
fordlargegrille,fordlargegrille422,has_description
fordlargeheadlights,fordlargeheadlights342,has_description
fordlargeheadlights,fordlargeheadlights343,has_description
fordlargebumper,fordlargebumper274,has_description
fordlargebumper,fordlargebumper275,has_description
fordlargewheel,fordlargewheel158,has_description
fordlargedoors,fordlargedoors145,has_description
fordlargegrille,fordlargegrille423,has_description
fordlargehood,fordlargehood131,has_description
fordlargeheadlights,fordlargeheadlights344,has_description
fordlargewheel,fordlargewheel159,has_description
fordlargedoors,fordlargedoors146,has_description
fordlargeroof,fordlargeroof178,has_description
fordlargeroof,fordlargeroof179,has_description
fordsmallgrille,fordsmallgrille424,has_description
fordsmallgrille,fordsmallgrille425,has_description
fordsmallheadlights,fordsmallheadlights345,has_description
fordsmallheadlights,fordsmallheadlights346,has_description
fordsmallbumper,fordsmallbumper276,has_description
fordsmallbumper,fordsmallbumper277,has_description
fordsmallbumper,fordsmallbumper278,has_description
fordsmallbumper,fordsmallbumper279,has_description
fordsmallwheel,fordsmallwheel160,has_description
fordsmallroof,fordsmallroof180,has_description
fordlargegrille,fordlargegrille426,has_description
fordlargegrille,fordlargegrille427,has_description
fordlargegrille,fordlargegrille428,has_description
fordlargeheadlights,fordlargeheadlights347,has_description
fordlargebumper,fordlargebumper280,has_description
fordlargebumper,fordlargebumper281,has_description
fordlargebumper,fordlargebumper282,has_description
fordlargedoors,fordlargedoors147,has_description
fordlargedoors,fordlargedoors148,has_description
fordlargegrille,fordlargegrille429,has_description
fordlargegrille,fordlargegrille430,has_description
fordlargehood,fordlargehood132,has_description
fordlargeheadlights,fordlargeheadlights348,has_description
fordlargeheadlights,fordlargeheadlights349,has_description
fordlargeheadlights,fordlargeheadlights350,has_description
fordlargebumper,fordlargebumper283,has_description
fordlargebumper,fordlargebumper284,has_description
fordlargeroof,fordlargeroof181,has_description
fordmediumgrille,fordmediumgrille431,has_description
fordmediumgrille,fordmediumgrille432,has_description
fordmediumheadlights,fordmediumheadlights351,has_description
fordmediumheadlights,fordmediumheadlights352,has_description
fordmediumheadlights,fordmediumheadlights353,has_description
fordmediumwheel,fordmediumwheel161,has_description
fordmediumwheel,fordmediumwheel162,has_description
fordmediumwheel,fordmediumwheel163,has_description
fordmediumwheel,fordmediumwheel164,has_description
fordmediumexhaust,fordmediumexhaust130,has_description
fordmediumgrille,fordmediumgrille433,has_description
fordmediumgrille,fordmediumgrille434,has_description
fordmediumheadlights,fordmediumheadlights354,has_description
fordmediumheadlights,fordmediumheadlights355,has_description
fordmediumheadlights,fordmediumheadlights356,has_description
fordmediumheadlights,fordmediumheadlights357,has_description
fordmediumroof,fordmediumroof182,has_description
fordmediumspoiler,fordmediumspoiler78,has_description
fordmediumgrille,fordmediumgrille435,has_description
fordmediumgrille,fordmediumgrille436,has_description
fordmediumgrille,fordmediumgrille437,has_description
fordmediumheadlights,fordmediumheadlights358,has_description
fordmediumbumper,fordmediumbumper285,has_description
fordmediumbumper,fordmediumbumper286,has_description
fordmediumwheel,fordmediumwheel165,has_description
fordmediumwheel,fordmediumwheel166,has_description
fordmediumdoors,fordmediumdoors149,has_description
fordmediumexhaust,fordmediumexhaust131,has_description
fordmediumgrille,fordmediumgrille438,has_description
fordmediumgrille,fordmediumgrille439,has_description
fordmediumgrille,fordmediumgrille440,has_description
fordmediumhood,fordmediumhood133,has_description
fordmediumheadlights,fordmediumheadlights359,has_description
fordmediumheadlights,fordmediumheadlights360,has_description
fordmediumbumper,fordmediumbumper287,has_description
fordmediumbumper,fordmediumbumper288,has_description
fordmediumwheel,fordmediumwheel167,has_description
fordmediumdoors,fordmediumdoors150,has_description
fordmediumdiffusor,fordmediumdiffusor49,has_description
fordmediumspoiler,fordmediumspoiler79,has_description
fordmediumspoiler,fordmediumspoiler80,has_description
fordmediumspoiler,fordmediumspoiler81,has_description
fordmediumexhaust,fordmediumexhaust132,has_description
fordlargegrille,fordlargegrille441,has_description
fordlargegrille,fordlargegrille442,has_description
fordlargehood,fordlargehood134,has_description
fordlargewheel,fordlargewheel168,has_description
fordlargewheel,fordlargewheel169,has_description
fordlargegrille,fordlargegrille443,has_description
fordlargegrille,fordlargegrille444,has_description
fordlargegrille,fordlargegrille445,has_description
fordlargehood,fordlargehood135,has_description
fordlargehood,fordlargehood136,has_description
fordlargeheadlights,fordlargeheadlights361,has_description
fordlargeheadlights,fordlargeheadlights362,has_description
fordlargebumper,fordlargebumper289,has_description
fordlargebumper,fordlargebumper290,has_description
fordlargebumper,fordlargebumper291,has_description
fordlargedoors,fordlargedoors151,has_description
fordlargeroof,fordlargeroof183,has_description
fordlargeexhaust,fordlargeexhaust133,has_description
fordlargegrille,fordlargegrille446,has_description
fordlargegrille,fordlargegrille447,has_description
fordlargegrille,fordlargegrille448,has_description
fordlargeheadlights,fordlargeheadlights363,has_description
fordlargeheadlights,fordlargeheadlights364,has_description
fordlargebumper,fordlargebumper292,has_description
fordlargebumper,fordlargebumper293,has_description
fordlargebumper,fordlargebumper294,has_description
fordlargedoors,fordlargedoors152,has_description
fordmediumwindshield,fordmediumwindshield122,has_description
fordmediumgrille,fordmediumgrille449,has_description
fordmediumhood,fordmediumhood137,has_description
fordmediumhood,fordmediumhood138,has_description
fordmediumwheel,fordmediumwheel170,has_description
fordmediumwheel,fordmediumwheel171,has_description
fordmediumwheel,fordmediumwheel172,has_description
fordmediumdoors,fordmediumdoors153,has_description
fordmediumroof,fordmediumroof184,has_description
fordmediumroof,fordmediumroof185,has_description
fordmediumexhaust,fordmediumexhaust134,has_description
fordlargewindshield,fordlargewindshield123,has_description
fordlargegrille,fordlargegrille450,has_description
fordlargegrille,fordlargegrille451,has_description
fordlargeheadlights,fordlargeheadlights365,has_description
fordlargewheel,fordlargewheel173,has_description
fordlargewheel,fordlargewheel174,has_description
fordsmallgrille,fordsmallgrille452,has_description
fordsmallheadlights,fordsmallheadlights366,has_description
fordsmallwheel,fordsmallwheel175,has_description
fordsmallroof,fordsmallroof186,has_description
fordsmallroof,fordsmallroof187,has_description
fordsmallspoiler,fordsmallspoiler82,has_description
fordmediumheadlights,fordmediumheadlights367,has_description
fordmediumheadlights,fordmediumheadlights368,has_description
fordmediumwheel,fordmediumwheel176,has_description
fordmediumwheel,fordmediumwheel177,has_description
fordmediumdoors,fordmediumdoors154,has_description
fordmediumdoors,fordmediumdoors155,has_description
fordmediumgrille,fordmediumgrille453,has_description
fordmediumgrille,fordmediumgrille454,has_description
fordmediumgrille,fordmediumgrille455,has_description
fordmediumheadlights,fordmediumheadlights369,has_description
fordmediumheadlights,fordmediumheadlights370,has_description
fordmediumwheel,fordmediumwheel178,has_description
fordmediumwheel,fordmediumwheel179,has_description
fordmediumwheel,fordmediumwheel180,has_description
fordmediumwheel,fordmediumwheel181,has_description
fordlargewindshield,fordlargewindshield124,has_description
fordlargegrille,fordlargegrille456,has_description
fordlargehood,fordlargehood139,has_description
fordlargeheadlights,fordlargeheadlights371,has_description
fordlargebumper,fordlargebumper295,has_description
fordlargewheel,fordlargewheel182,has_description
fordlargedoors,fordlargedoors156,has_description
fordlargeroof,fordlargeroof188,has_description
fordlargegrille,fordlargegrille457,has_description
fordlargegrille,fordlargegrille458,has_description
fordlargegrille,fordlargegrille459,has_description
fordlargehood,fordlargehood140,has_description
fordlargeheadlights,fordlargeheadlights372,has_description
fordlargebumper,fordlargebumper296,has_description
fordlargewheel,fordlargewheel183,has_description
fordlargedoors,fordlargedoors157,has_description
fordsmallgrille,fordsmallgrille460,has_description
fordsmallheadlights,fordsmallheadlights373,has_description
fordsmallheadlights,fordsmallheadlights374,has_description
fordsmallwheel,fordsmallwheel184,has_description
fordsmalldoors,fordsmalldoors158,has_description
fordsmalldoors,fordsmalldoors159,has_description
fordlargewindshield,fordlargewindshield125,has_description
fordlargegrille,fordlargegrille461,has_description
fordlargegrille,fordlargegrille462,has_description
fordlargeheadlights,fordlargeheadlights375,has_description
fordlargeheadlights,fordlargeheadlights376,has_description
fordlargedoors,fordlargedoors160,has_description
fordlargedoors,fordlargedoors161,has_description
fordlargegrille,fordlargegrille463,has_description
fordlargegrille,fordlargegrille464,has_description
fordlargegrille,fordlargegrille465,has_description
fordlargegrille,fordlargegrille466,has_description
fordlargeheadlights,fordlargeheadlights377,has_description
fordlargeheadlights,fordlargeheadlights378,has_description
fordlargeheadlights,fordlargeheadlights379,has_description
fordmediumwindshield,fordmediumwindshield126,has_description
fordmediumgrille,fordmediumgrille467,has_description
fordmediumhood,fordmediumhood141,has_description
fordmediumheadlights,fordmediumheadlights380,has_description
fordmediumbumper,fordmediumbumper297,has_description
fordmediumwheel,fordmediumwheel185,has_description
fordmediumdoors,fordmediumdoors162,has_description
fordmediumroof,fordmediumroof189,has_description
fordmediumdiffusor,fordmediumdiffusor50,has_description
fordmediumspoiler,fordmediumspoiler83,has_description
fordmediumexhaust,fordmediumexhaust135,has_description
fordlargehood,fordlargehood142,has_description
fordlargebumper,fordlargebumper298,has_description
fordlargebumper,fordlargebumper299,has_description
fordlargebumper,fordlargebumper300,has_description
fordlargewheel,fordlargewheel186,has_description
fordlargewheel,fordlargewheel187,has_description
fordlargewheel,fordlargewheel188,has_description
fordlargewheel,fordlargewheel189,has_description
fordmediumgrille,fordmediumgrille468,has_description
fordmediumgrille,fordmediumgrille469,has_description
fordmediumheadlights,fordmediumheadlights381,has_description
fordmediumwheel,fordmediumwheel190,has_description
fordmediumwheel,fordmediumwheel191,has_description
fordmediumdoors,fordmediumdoors163,has_description
fordmediumroof,fordmediumroof190,has_description
fordlargegrille,fordlargegrille470,has_description
fordlargegrille,fordlargegrille471,has_description
fordlargegrille,fordlargegrille472,has_description
fordlargegrille,fordlargegrille473,has_description
fordlargehood,fordlargehood143,has_description
fordlargeheadlights,fordlargeheadlights382,has_description
fordlargebumper,fordlargebumper301,has_description
fordlargebumper,fordlargebumper302,has_description
fordlargeroof,fordlargeroof191,has_description
